"<![CDATA[ put ""{product_name}"" for insert product name in text]]>", "<![CDATA[вставте ""{product_name}"" для вставлення назви товара у тексті]]>"
"Custom Product View Meta Title", "Кастомний Мета-заголовок товара"
"Custom Product View Meta Keywords", "Кастомні Мета-ключові слова товара"
"Custom Product View Meta Description", "Кастомний Мета-опис товара"
"Stores No Index (Follow)", "No Index (Follow) магазин(и)"
