"<![CDATA[ put ""{product_name}"" for insert product name in text]]>", "<![CDATA[вставьте ""{product_name}"" для вставки названия товара в тексте]]>"
"Custom Product View Meta Title", "Кастомный Мета-заголовок товара"
"Custom Product View Meta Keywords", "Кастомные Мета-ключевые слова товара"
"Custom Product View Meta Description", "Кастомные Мета-описание товара"
"Stores No Index (Follow)", "No Index (Follow) магазин(ы)"
